timestamp,day,humidity,vibration
2024-01-01 00:00:00,1,50.22646184601211,0.9327587373000507
2024-01-01 00:05:00,1,51.132139321324644,0.9491649463078937
2024-01-01 00:10:00,1,45.619919024129516,1.0454419268003314
2024-01-01 00:15:00,1,48.484554391420666,1.0629313743900255
2024-01-01 00:20:00,1,41.27747699234384,0.9756301598337438
2024-01-01 00:25:00,1,51.46254322038969,1.100215558635985
2024-01-01 00:30:00,1,54.037043163457554,0.8662910724218751
2024-01-01 00:35:00,1,52.19208729391225,1.20599349352182
2024-01-01 00:40:00,1,53.5380775519822,1.1268841048095097
2024-01-01 00:45:00,1,46.525126082506915,1.142160605004241
2024-01-01 00:50:00,1,47.95028312830459,1.1537944474931512
2024-01-01 00:55:00,1,51.52877493335693,1.1185414147045198
2024-01-01 01:00:00,1,57.0802060602001,0.9933514217817077
2024-01-01 01:05:00,1,50.76556570686784,1.0569869901485083
2024-01-01 01:10:00,1,53.52153478244046,1.1262257659328683
2024-01-01 01:15:00,1,48.50312325956587,1.0147997794835122
2024-01-01 01:20:00,1,47.62288221191927,1.0653551353662396
2024-01-01 01:25:00,1,42.82801252216973,1.0532263409139295
2024-01-01 01:30:00,1,47.35084058820145,1.0099030555830368
2024-01-01 01:35:00,1,45.69445775816915,0.9021114894175065
2024-01-01 01:40:00,1,52.13911058254096,1.0080682201160076
2024-01-01 01:45:00,1,52.1915385213441,0.9849800567251379
2024-01-01 01:50:00,1,47.49179562525297,1.1176515116397452
2024-01-01 01:55:00,1,51.075410918020864,1.0303522657280773
2024-01-01 02:00:00,1,49.99915888353145,1.1134459922070057
2024-01-01 02:05:00,1,56.81199029023088,1.0782155465741408
2024-01-01 02:10:00,1,43.2208587111348,0.9515506529333517
2024-01-01 02:15:00,1,51.889946674235546,1.094072245776806
2024-01-01 02:20:00,1,47.98386792335123,0.9692314555077877
2024-01-01 02:25:00,1,45.00475526921016,1.0168249331182115
2024-01-01 02:30:00,1,45.42908014203471,1.1895682331443518
2024-01-01 02:35:00,1,48.75682058610051,1.0441639129790543
2024-01-01 02:40:00,1,46.21213503187185,1.1123161771250754
2024-01-01 02:45:00,1,64.84869260529007,1.0535882132363699
2024-01-01 02:50:00,1,51.505517079985864,0.8920036544753742
2024-01-01 02:55:00,1,46.94796823387232,1.126139583495082
2024-01-01 03:00:00,1,47.903034257999465,1.0866245159034953
2024-01-01 03:05:00,1,52.08738759315162,0.9478424778611733
2024-01-01 03:10:00,1,50.16243398786977,0.9521330862945134
2024-01-01 03:15:00,1,59.17581942315302,1.034458394589769
2024-01-01 03:20:00,1,48.64176095678139,1.0055207021115338
2024-01-01 03:25:00,1,47.599656406617605,1.0986298500487595
2024-01-01 03:30:00,1,45.13242960909101,1.0999030999480781
2024-01-01 03:35:00,1,47.294804900353576,0.958155824914302
2024-01-01 03:40:00,1,51.05149913794658,0.9407197806527843
2024-01-01 03:45:00,1,45.01156029292945,0.9568685109774895
2024-01-01 03:50:00,1,53.15098626613586,0.8592393506988567
2024-01-01 03:55:00,1,51.14440880842026,0.9391712835747292
2024-01-01 04:00:00,1,51.505261563682964,1.121572190562342
2024-01-01 04:05:00,1,57.93696355332307,1.0373104555129162
2024-01-01 04:10:00,1,51.14315075700773,1.1497312129153385
2024-01-01 04:15:00,1,49.62378061647609,1.0892988868299194
2024-01-01 04:20:00,1,50.6189848893649,1.1674024076299472
2024-01-01 04:25:00,1,52.85242870703609,0.8494863055481743
2024-01-01 04:30:00,1,59.166855105958646,1.0461738085783132
2024-01-01 04:35:00,1,58.644292172269424,1.0899369579338678
2024-01-01 04:40:00,1,47.9311400245452,1.013450539520432
2024-01-01 04:45:00,1,47.601578876751894,1.0204941569816206
2024-01-01 04:50:00,1,50.66343570678091,1.06083701391617
2024-01-01 04:55:00,1,52.12136404564995,0.7809673215870618
2024-01-01 05:00:00,1,53.66361355699213,0.8169539745196593
2024-01-01 05:05:00,1,49.92145893980288,1.1166828350452402
2024-01-01 05:10:00,1,43.852380444364556,0.9975141780870617
2024-01-01 05:15:00,1,46.23898561764387,0.9320900778240593
2024-01-01 05:20:00,1,47.14699218369378,1.2275150534190993
2024-01-01 05:25:00,1,46.481838778777686,1.185916976164231
2024-01-01 05:30:00,1,51.801822176972316,0.980764469505361
2024-01-01 05:35:00,1,46.55666557052569,1.0513057964537433
2024-01-01 05:40:00,1,51.965559679088635,0.9879516680249851
2024-01-01 05:45:00,1,47.29712367491618,1.1177823019454665
2024-01-01 05:50:00,1,54.279980526236756,1.2654980638673534
2024-01-01 05:55:00,1,51.28264094609855,1.022141298197581
2024-01-01 06:00:00,1,47.97421985209847,0.8646653908144932
2024-01-01 06:05:00,1,54.09773598334027,1.0422897678375043
2024-01-01 06:10:00,1,49.752420734240395,1.0895014095277527
2024-01-01 06:15:00,1,52.101457833919625,1.1229203375505366
2024-01-01 06:20:00,1,55.14082800088244,1.0503080933825373
2024-01-01 06:25:00,1,42.28309068816252,1.0674869190521774
2024-01-01 06:30:00,1,37.90686182506405,1.0704827587112813
2024-01-01 06:35:00,1,45.274706434971314,0.9725157719206434
2024-01-01 06:40:00,1,50.58885427971495,0.9768415650044914
2024-01-01 06:45:00,1,50.467987021325634,1.132061773636917
2024-01-01 06:50:00,1,49.956766239631214,1.0620642232273376
2024-01-01 06:55:00,1,46.237067638131926,1.1849061617005656
